FORMATO,CADENA,SUBCADENA,CIUDAD,ESTADO,REGION,CLUSTER,STORE_COUNT
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Puebla,Puebla,SUR,BRONCE,42
SO-MERCADOS,SORIANA,SOR-MERCADO,Iztapalapa,Distrito Federal,CENTRO,BRONCE,3
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,San Francisco del Rincon,Guanajuato,NORTE,BRONCE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Puebla,Puebla,SUR,ORO,13
OXXO,OXXO,OXXO,NA,Baja California Sur,NA,BRONCE,21
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Zamora,Michoacan,CENTRO,BRONCE,5
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tultitlan,Mexico,CENTRO,ORO,4
7E-TRAFICO,7ELEVEN,NA,NA,Mexico,NA,BRONCE,6
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Tonala,Jalisco,CENTRO,BRONCE,10
CL-SUPER,CASALEY,CL-CASA LEY,Tijuana,Baja California,NORTE,BRONCE,5
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Juarez,Chihuahua,NORTE,PLATA,7
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Chihuahua,Chihuahua,NORTE,BRONCE,4
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Tlalnepantla de Baz,Mexico,CENTRO,BRONCE,3
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Nuevo Leon,NORTE,BRONCE,17
7E-HABITACIONAL AB,7ELEVEN,NA,NA,Yucatan,NA,BRONCE,5
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Queretaro,Queretaro,SUR,PLATA,8
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Guadalajara,Jalisco,CENTRO,ORO,5
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Guadalupe,Nuevo Leon,NORTE,ORO,3
OXXO,OXXO,OXXO,Cuernavaca,Morelos,NA,BRONCE,17
HEB-MI TIENDA,HEB,HEB-MI TIENDA,Juarez,Nuevo Leon,NORTE,PLATA,2
CL-FIESTA,CASALEY,CL-CASA LEY,Mazatlan,Sinaloa,NORTE,PLATA,3
CL-FIESTA,CASALEY,CL-CASA LEY,Mexicali,Baja California,NORTE,BRONCE,5
SO-MERCADOS,SORIANA,SOR-MERCADO,Puebla,Puebla,SUR,BRONCE,3
CL-EXPRESS,CASALEY,CL-CASA LEY,Ciudad Obregon,Sonora,NORTE,BRONCE,4
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,alvaro Obregon,Distrito Federal,CENTRO,BRONCE,6
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Miguel Hidalgo,Distrito Federal,CENTRO,BRONCE,5
CITY CLUB,CITY CLUB,NA,Monterrey,Nuevo Leon,ND,BRONCE,3
OXXO,OXXO,OXXO,Chapala,Jalisco,NA,BRONCE,4
SO-SUPER,SORIANA,SOR-SUPER,San Luis Rio Colorado,Sonora,NORTE,BRONCE,4
CL-EXPRESS,CASALEY,CL-EXPRESS,Nogales,Sonora,NORTE,BRONCE,3
CL-EXPRESS,CASALEY,CL-CASA LEY,Nogales,Sonora,NORTE,BRONCE,3
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Corregidora,Queretaro,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,El Salto,Jalisco,CENTRO,BRONCE,6
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,San Cristobal de las Casas,Chiapas,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,NA,Benito Juarez,Quintana Roo,ND,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Quintana Roo,SUR,BRONCE,9
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Saltillo,Coahuila,NORTE,ORO,6
HEB-MI TIENDA,HEB,HEB-HEB,Monterrey,Nuevo Leon,NORTE,PLATA,3
SAMS CLUB,SAMS,SAM-SAMS,Pachuca de Soto,Hidalgo,SUR,SAMS,2
SAMS CLUB,SAMS,SAM-SAMS,Mazatlan,Sinaloa,NORTE,SAMS,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Huehuetoca,Mexico,CENTRO,BRONCE,8
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Veracruz,Veracruz,SUR,BRONCE,17
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Coatzacoalcos,Veracruz,SUR,BRONCE,7
7E-PEATONAL,7ELEVEN,NA,NA,Mexico,NA,BRONCE,9
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Tecamac,Mexico,CENTRO,BRONCE,17
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Nicolas Romero,Mexico,CENTRO,BRONCE,10
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Celaya,Guanajuato,SUR,DIAMANTE,2
CM-BODEGA,COMERCIAL MEXICANA,NA,Tlalnepantla de Baz,Mexico,ND,ND,2
7E-CARRETERA,7ELEVEN,NA,NA,Mexico,NA,BRONCE,4
HEB-ECOMMERCE,HEB,NA,NA,Coahuila,ND,ND,10
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Baja California,ND,BRONCE,5
7E-SUPERPREMIUM,7ELEVEN,NA,NA,Quintana Roo,NA,BRONCE,3
SO-MERCADOS,SORIANA,SOR-MERCADO,Gustavo A. Madero,Distrito Federal,CENTRO,BRONCE,2
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Distrito Federal,ND,BRONCE,5
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Aguascalientes,Aguascalientes,NORTE,PLATA,3
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Hermosillo,Sonora,NORTE,PLATA,7
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Juarez,Nuevo Leon,NORTE,ORO,3
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tecamac,Mexico,CENTRO,ORO,5
ZORRO,ZORRO,NA,Atizapan De Zaragoza,Mexico,NA,SIN CLUSTER,3
SO-EXPRESS,SORIANA,SOR-EXPRESS,Campeche,Campeche,SUR,BRONCE,3
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Puebla,ND,BRONCE,4
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Cuautitlan Izcalli,Mexico,CENTRO,DIAMANTE,3
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Gustavo A. Madero,Distrito Federal,CENTRO,PLATA,4
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Zapopan,Jalisco,CENTRO,ORO,3
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Queretaro,Queretaro,SUR,ORO,3
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,NA,Puebla,Puebla,ND,ND,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Hermosillo,Sonora,NORTE,BRONCE,6
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Cuautitlan,Mexico,CENTRO,BRONCE,5
COSTCO,COSTCO,NA,NA,Desconocido,ND,ND,3
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Puebla,Puebla,SUR,PLATA,5
CL-FIESTA,CASALEY,CL-CASA LEY,Hermosillo,Sonora,NORTE,PLATA,5
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Coyoacan,Distrito Federal,CENTRO,DIAMANTE,4
ZORRO,ZORRO,NA,Toluca,Mexico,NA,SIN CLUSTER,2
SO-MERCADOS,SORIANA,SOR-MERCADO,Chalco,Mexico,CENTRO,BRONCE,3
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Torreon,Coahuila,NORTE,PLATA,4
7E-CARRETERA,7ELEVEN,NA,NA,Tamaulipas,NA,BRONCE,4
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,Acapulco,Guerrero,ND,BRONCE,4
CL-FIESTA,CASALEY,CL-CASA LEY,Tepic,Nayarit,CENTRO,PLATA,3
SAMS CLUB,SAMS,SAM-SAMS,Centro,Tabasco,SUR,SAMS,3
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Solidaridad,Quintana Roo,SUR,DIAMANTE,4
SO-MERCADOS,SORIANA,SOR-MERCADO,Ecatepec de Morelos,Mexico,CENTRO,BRONCE,3
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Torreon,Coahuila,NORTE,BRONCE,2
CCF-FRESKO,COMERCIAL CITY FRESKO,CF-FRESKO,Guadalajara,Jalisco,CENTRO,ORO,2
SAMS CLUB,SAMS,SAM-SAMS,Tlalnepantla de Baz,Mexico,CENTRO,SAMS,4
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Monterrey,Nuevo Leon,NORTE,ORO,5
SO-MERCADOS,SORIANA,SOR-MERCADO,Iztapalapa,Distrito Federal,CENTRO,PLATA,3
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Coyoacan,Distrito Federal,CENTRO,DIAMANTE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Iztapalapa,Distrito Federal,CENTRO,DIAMANTE,7
7E-7ELEVEN,7ELEVEN,NA,NA,Nuevo Leon,ND,BRONCE,4
SO-SUPER,SORIANA,SOR-SUPER,Guadalajara,Jalisco,CENTRO,BRONCE,6
WM-BOD AURRERA EXPRESS,WALMART,NA,Tijuana,Baja California,NORTE,BRONCE,3
SO-MERCADOS,SORIANA,SOR-MERCADO,Benito Juarez,Quintana Roo,SUR,PLATA,3
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Mexico,NA,NA,4
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Mexico,NA,NA,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Merida,Yucatan,SUR,ORO,3
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Juarez,Chihuahua,NORTE,ORO,4
SAMS CLUB,SAMS,SAM-SAMS,Leon,Guanajuato,NORTE,SAMS,2
OXXO,OXXO,NA,NA,San Luis Potosi,ND,ND,22
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Guanajuato,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Cancun,Quintana Roo,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Campeche,Campeche,SUR,BRONCE,3
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCHE,NA,Distrito Federal,CENTRO,BRONCE,4
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Distrito Federal,CENTRO,BRONCE,8
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Queretaro,Queretaro,SUR,ORO,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Centro,Tabasco,SUR,DIAMANTE,2
OXXO,OXXO,NA,NA,Guanajuato,NA,NA,15
OXXO,OXXO,NA,NA,Guerrero,ND,ND,16
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Merida,Yucatan,SUR,PLATA,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Oaxaca de Juarez,Oaxaca,SUR,ORO,2
OXXO,OXXO,NA,NA,Mexico,ND,ND,21
OXXO,OXXO,NA,NA,Campeche,ND,ND,6
CL-EXPRESS,CASALEY,NA,NA,Desconocido,NA,NA,2
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Veracruz,ND,ND,2
ZORRO,ZORRO,,Naucalpan De Juarez,Mexico,NA,,4
7E-PEATONAL,7ELEVEN,,NA,Sonora,NA,,2
SO-MERCADOS,SORIANA,,Tecamac,Mexico,CENTRO,,2
WM-SUPERAMA,WALMART,,Cuauhtemoc,Distrito Federal,CENTRO,,3
WM-BODEGA AURRERA,WALMART,,NA,Quintana Roo,SUR,,2
SO-HIPERMERCADOS,SORIANA,,Benito Juarez,Distrito Federal,CENTRO,,6
SO-SUPER,SORIANA,,Juarez,Chihuahua,0,,2
WM-BOD AURRERA EXPRESS,WALMART,,Metepec,Mexico,CENTRO,,2
SAMS CLUB,SAMS,,Mazatlan,Sinaloa,NORTE,,2
WM-BODEGA AURRERA,WALMART,,Fresnillo,Zacatecas,NORTE,,2
WM-SUPER CENTER,WALMART,,Centro,Tabasco,SUR,,4
CH-TIENDAS,TIENDAS CHEDRAUI,,Xochimilco,Distrito Federal,CENTRO,,2
CH-SUPERCITO,TIENDAS CHEDRAUI,,Alvaro Obregon,Distrito Federal,CENTRO,,2
CH-SUPERCITO,TIENDAS CHEDRAUI,,NA,Distrito Federal,NA,,3
SAMS CLUB,SAMS,,Acapulco de Juarez,Guerrero,SUR,,2
WM-BODEGA AURRERA,WALMART,,Matamoros,Tamaulipas,NORTE,,2
CL-CEDIS,CASALEY,,Culiacan,Sinaloa,NORTE,,3
CH-TIENDAS,TIENDAS CHEDRAUI,,Tapachula,Chiapas,SUR,,2
WM-BOD AURRERA EXPRESS,WALMART,,Moncolva,Coahuila,NORTE,,2
SAMS CLUB,SAMS,,Benito Juarez,Quintana Roo,SUR,,3
WM-MI BODEGA AURRERA,WALMART,,Ensenada,Baja California,NORTE,,3
SO-HIPERMERCADOS,SORIANA,,Cuauhtemoc,Distrito Federal,CENTRO,,3
FU-ALSUPER STORE PLUS,FUTURAMA,,Chihuahua,Chihuahua,NORTE,,2
CL-EXPRESS,CASALEY,,San Luis Rio Colorado,Sonora,NORTE,,2
WM-MI BODEGA AURRERA,WALMART,,Puerto Vallarta,Jalisco,CENTRO,,2
CH-TIENDAS,TIENDAS CHEDRAUI,,Tampico,Tamaulipas,NORTE,,2
CH-TIENDAS,TIENDAS CHEDRAUI,,La Paz,Baja California Sur,NORTE,,3
SO-SUPER,SORIANA,,San Luis Rio Colorado,Sonora,NORTE,,4
WM-BOD AURRERA EXPRESS,WALMART,,MORELIA,Michoacan,CENTRO,,2
ZORRO,ZORRO,,Nicolas Romero,Mexico,NA,,2
WM-BODEGA AURRERA,WALMART,,Ciudad Valles,San Luis Potosi,NORTE,,2
SO-HIPERMERCADOS,SORIANA,,CD. VICTORIA,Tamaulipas,NORTE,,3
CH-SUPERCITO,TIENDAS CHEDRAUI,,IZTAPALAPA,Distrito Federal,CENTRO,,3
SO-HIPERMERCADOS,SORIANA,,Jiutepec,Morelos,SUR,,2
CL-EXPRESS,CASALEY,,Colima,Colima,NORTE,,2
SAMS CLUB,SAMS,,Culiacan,Sinaloa,NORTE,,2
SO-HIPERMERCADOS,SORIANA,,Nezahualcoyotl,Mexico,CENTRO,,2
SO-HIPERMERCADOS,SORIANA,,Veracruz,Veracruz,SUR,,4
WM-SUPER CENTER,WALMART,,San Andres Cholula,Puebla,SUR,,2
WM-BOD AURRERA EXPRESS,WALMART,,NA,Guerrero,SUR,,3
CL-EXPRESS,CASALEY,,NA,Desconocido,NA,,2
WM-MI BODEGA AURRERA,WALMART,,Nativitas Centro,Tlaxcala,SUR,,2
WM-BODEGA AURRERA,WALMART,,Zacatecas,Zacatecas,NORTE,,3
WM-SUPER CENTER,WALMART,,Salamanca,Guanajuato,SUR,,2
SO-MERCADOS,SORIANA,,Comalcalco,Tabasco,SUR,,2
OXXO,OXXO,,Nuevo Laredo,Tamaulipas,NA,,2
CCF-CITY MARKET,COMERCIAL CITY FRESKO,,Miguel Hidalgo,Distrito Federal,CENTRO,,2
WM-MI BODEGA AURRERA,WALMART,,Guasave,Sinaloa,NORTE,,2
7E-HABITACIONAL AB,7ELEVEN,,NA,Quintana Roo,NA,,2
WM-MI BODEGA AURRERA,WALMART,,Tonala,Chiapas,SUR,,2
SO-HIPERMERCADOS,SORIANA,,La Paz,Baja California Sur,NORTE,,3
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,,Morelia,Michoacan,NA,,3
SO-CEDIS,SORIANA,,Tlaquepaque,Jalisco,ND,,2
WM-SUPER CENTER,WALMART,,Zacatecas,Zacatecas,NORTE,,2
WM-SUPER CENTER,WALMART,,Mexicali,Baja California,NORTE,,5
WM-BOD AURRERA EXPRESS,WALMART,,San Francisco del Rincon,Guanajuato,NORTE,,2
ZORRO,ZORRO,,Nezahualcoyotl,Mexico,NA,,2
7E-HABITACIONAL C,7ELEVEN,,TAMAULIPAS,Coahuila,ND,,2
WM-SUPER CENTER,WALMART,,Victoria,Tamaulipas,NORTE,,2
WM-BOD AURRERA EXPRESS,WALMART,,Iguala de la Independencia,Guerrero,SUR,,2
CL-EXPRESS,CASALEY,,Saltillo,Coahuila,NORTE,,2
WM-SUPER CENTER,WALMART,,Benito Juarez,Quintana Roo,SUR,,3
CL-EXPRESS,CASALEY,,Navojoa,Sonora,NORTE,,2
CH-SUPERCITO,TIENDAS CHEDRAUI,,Gustavo A Madero,Distrito Federal,CENTRO,,2
WM-BOD AURRERA EXPRESS,WALMART,,Apaseo el Grande,Guanajuato,SUR,,2
WM-BODEGA AURRERA,WALMART,,Irapuato,Guanajuato,SUR,,2
WM-BODEGA AURRERA,WALMART,,NA,Tabasco,SUR,,2
SAMS CLUB,SAMS,,Hermosillo,Sonora,NORTE,,2
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Nuevo Leon,NA,NA,4
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Michoacan,NA,NA,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Hidalgo,SUR,BRONCE,3
7E-7ELEVEN,7ELEVEN,NA,NA,Baja California,NA,BRONCE,9
CL-ECOMMERCE,CASALEY,NA,Nogales,Sinaloa,ND,ND,4
SO-MERCADOS,SORIANA,SOR-MERCADO,Guaymas,Sonora,NORTE,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Villahermosa,Tabasco,SUR,BRONCE,3
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Iztapalapa,Distrito Federal,CENTRO,BRONCE,3
SAMS CLUB,SAMS,SAM-SAMS,Aguascalientes,Aguascalientes,NORTE,SAMS,2
SO-MERCADOS,SORIANA,SOR-MERCADO,Cd Guzman,Jalisco,CENTRO,PLATA,2
SO-MERCADOS,SORIANA,SOR-MERCADO,Torreon,Coahuila,NORTE,PLATA,2
ZORRO,ZORRO,NA,NA,Distrito Federal,NA,BRONCE,2
OXXO,OXXO,NA,NA,Yucatan,NA,BRONCE,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,NA,Veracruz,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Mexico,ND,BRONCE,4
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Azcapotzalco,Distrito Federal,CENTRO,PLATA,4
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,NA,Distrito Federal,CENTRO,BRONCE,5
ZORRO,ZORRO,NA,Texcoco,Mexico,NA,SIN CLUSTER,2
CL-CEDIS,CASALEY,CL-CASA LEY,Hermosillo,Sonora,NORTE,BRONCE,4
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,NA,Zapopan,Jalisco,ND,ND,2
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Hidalgo,SUR,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Tlahuac,Distrito Federal,CENTRO,PLATA,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Mexicali,Baja California,NORTE,BRONCE,3
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,Xalapa,Veracruz,SUR,BRONCE,4
7E-HABITACIONAL C,7ELEVEN,NA,NA,Baja California,NA,SIN CLUSTER,4
ZORRO,ZORRO,NA,Chimalhuacan,Mexico,NA,BRONCE,2
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Xalapa,Veracruz,SUR,PLATA,3
FU-ALSUPER EXPRESS,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,BRONCE,5
CL-FIESTA,CASALEY,CL-CASA LEY,Culiacan,Sinaloa,NORTE,BRONCE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Naucalpan de Juarez,Mexico,CENTRO,DIAMANTE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Chilpancingo de los Bravo,Guerrero,SUR,DIAMANTE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Salamanca,Guanajuato,SUR,DIAMANTE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Acapulco de Juarez,Guerrero,SUR,PLATA,2
HEB,HEB,HEB-HEB,San Pedro Garza Garcia,Nuevo Leon,NORTE,DIAMANTE,3
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Gral. Escobedo,Nuevo Leon,NORTE,PLATA,2
SAMS CLUB,SAMS,SAM-SAMS,Morelia,Michoacan,CENTRO,SAMS,2
FU-ALSUPER STORE PLUS,FUTURAMA,FUT-AL SUPER,Torreon,Coahuila,NORTE,PLATA,2
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,Nezahualcoyotl,Mexico,CENTRO,BRONCE,3
SO-SUPER,SORIANA,SOR-SUPER,Chihuahua,Chihuahua,NORTE,BRONCE,2
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Distrito Federal,ND,ND,2
OXXO,OXXO,OXXO,Nuevo Laredo,Tamaulipas,NA,BRONCE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Chihuahua,Chihuahua,NORTE,BRONCE,4
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Acolman,Mexico,CENTRO,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,NA,Ecatepec de Morelos,Mexico,ND,ND,2
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,Puebla,Puebla,SUR,BRONCE,3
HEB,HEB,HEB-HEB,Monterrey,Nuevo Leon,NORTE,ORO,3
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Mexicali,Baja California,NORTE,PLATA,2
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Gustavo A. Madero,Distrito Federal,CENTRO,DIAMANTE,4
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Cardenas,San Luis Potosi,NORTE,PLATA,2
7E-PLAZA COMERCIAL,7ELEVEN,NA,NA,Desconocido,NA,BRONCE,2
RAPPI,RAPPI,NA,NA,Desconocido,NA,BRONCE,2
CL-EXPRESS,CASALEY,CL-EXPRESS,Durango,Durango,NORTE,BRONCE,3
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Naucalpan de Juarez,Mexico,CENTRO,PLATA,2
SAMS CLUB,SAMS,SAM-SAMS,San Nicolas de los Garza,Nuevo Leon,NORTE,SAMS,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tampico,Tamaulipas,NORTE,PLATA,2
HEB,HEB,HEB-HEB,Matamoros,Tamaulipas,NORTE,ORO,2
SAMS CLUB,SAMS,SAM-SAMS,Tijuana,Baja California,NORTE,SAMS,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Zacatecas,Zacatecas,NORTE,PLATA,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Compostela,Nayarit,CENTRO,PLATA,2
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Hermosillo,Sonora,NORTE,DIAMANTE,2
CL-SUPER,CASALEY,CL-EXPRESS,Culiacan,Sinaloa,NORTE,PLATA,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Centro,Tabasco,SUR,BRONCE,2
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Benito Juarez,Quintana Roo,SUR,ORO,2
SO-SUPER,SORIANA,SOR-SUPER,Cuernavaca,Morelos,SUR,BRONCE,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Celaya,Guanajuato,SUR,BRONCE,2
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Zapopan,Jalisco,CENTRO,ORO,2
HEB,HEB,HEB-HEB,Leon,Guanajuato,NORTE,ORO,2
7E-7ELEVEN,7ELEVEN,NA,NA,Morelos,NA,BRONCE,2
7E-CARRETERA,7ELEVEN,NA,NA,Baja California,NA,BRONCE,2
OXXO,OXXO,NA,NA,Nayarit,NA,BRONCE,2
7E-HABITACIONAL C,7ELEVEN,NA,TAMAULIPAS,Coahuila,NA,BRONCE,2
SO-SUPER,SORIANA,SOR-SUPER,Torreon,Coahuila,NORTE,BRONCE,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Rincon de Romos,Aguascalientes,NORTE,ORO,2
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Tonala,Jalisco,CENTRO,DIAMANTE,2
SAMS CLUB,SAMS,SAM-SAMS,Azcapotzalco,Distrito Federal,CENTRO,SAMS,2
OXXO,OXXO,OXXO,Leon,Guanajuato,NA,SIN CLUSTER,2
ZORRO,ZORRO,NA,NA,Hidalgo,NA,BRONCE,2
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,Ecatepec de Morelos,Mexico,CENTRO,BRONCE,3
CALIMAX,CALIMAX,NA,Ensenada,Baja California,ND,ND,2
CL-SUPER,CASALEY,CL-CASA LEY,Hermosillo,Sonora,NORTE,BRONCE,2
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,La Paz,Baja California Sur,NORTE,BRONCE,2
7E-CARRETERA,7ELEVEN,NA,TAMAULIPAS,Coahuila,NA,BRONCE,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Zapopan,Jalisco,CENTRO,ORO,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Coacalco de Berriozabal,Mexico,CENTRO,PLATA,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Juarez,Chihuahua,NORTE,ORO,2
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Tlalpan,Distrito Federal,CENTRO,DIAMANTE,3
OXXO,OXXO,NA,NA,Jalisco,NA,NA,7
CCF-ECOMMERCE,COMERCIAL CITY FRESKO,NA,San Luis Potosi,San Luis Potosi,ND,ND,3
OXXO,OXXO,NA,Ciudad de Mexico,Distrito Federal,ND,ND,2
WM-CEDIS,WALMART,WM-CEDIS,Chalco,Mexico,CENTRO,BRONCE,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Tlaxcala,Tlaxcala,SUR,ORO,2
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Tijuana,Baja California,NORTE,ORO,2
FU-ALSUPER,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,ORO,2
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Benito Juarez,Distrito Federal,CENTRO,DIAMANTE,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Chalco,Mexico,CENTRO,DIAMANTE,2
ZORRO,ZORRO,NA,Xochimilco,Distrito Federal,NA,SIN CLUSTER,2
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Jiutepec,Morelos,SUR,BRONCE,4
WM-BOD AURRERA EXPRESS,WALMART,NA,Tlajomulco De Zuniga,Jalisco,CENTRO,BRONCE,2
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Jalisco,ND,ND,4
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Tabasco,SUR,BRONCE,4
CH-DARK STORE,TIENDAS CHEDRAUI,NA,NA,Desconocido,CENTRO,BRONCE,2
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Pachuca de Soto,Hidalgo,SUR,PLATA,2
